ID,Balticammina.pseudomacrescens,Haplophragmoides.spp.,Jadammina.macrescens,Miliammina.fusca,Trochammina.inflata,Cibicides.lobatulus,Stainforthia.fusiformis,Haynesina.germanica,Quinqueloculina.spp.,Elphidium.williamsoni,Elphidium.spp.,Ammonia.spp.,Brizalina.pseudopunctata,Bulimina.marginata,Cyclogyra.involvens,Fissurina.lucida,Fissurina.marginata,Gavelinopsis.praegeri,Globigerina.quinqueloba,Lagena.semistriata,Lagena.sulcata,Pateoris.hauerinoides,Planorbulina.mediterranensis,Reophax.scottii,Rosalina.williamsoni,Spirillina.vivipara,Spiroloculina.excavata,Spiroloculina.rotunda,Trochammina.ochracea,Trochammina.squamata,Brizalina.inflata,Brizalina.variabilis,Buliminella.elegantissima,Cassidulina.obtusa,Glabratella.millettii,Rosalina.spp.,Cornuspira.involvens,Lagena.spp.,Miliolinella.subrotunda,Patellina.corrugata,Lamarckina.haliotidea,Nonionoides.turgidus,Paratrochammina.haynesi,Paratrochammina.spp.,Tiphotrocha.comprimata,Agglut.unidentified,Melonis.barleeanus,Nonion.spp.,Unidentified.spp.,Trochamminita.spp.,Ammobaculites.spp.,Ammodiscus.spp.,Site,Total.dead,Elevation,SWLI,HoF
SyRa III 2,0,23.7,44.9,18.6,2.4,0,0,8.9,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.2,0.2,0,Rantum,414,1.54,196.89,163.4
SyRa III 3,0,36.8,32.2,0.9,3.4,0,0,24.2,0,2.2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rantum,323,1.39,187.58,155.67
SyRa III 4,0,14.4,22.5,0,7.2,0,0,16.8,0,11,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,0,0,0,0,0,0,0.5,5.7,0,Rantum,209,1.1,169.57,140.72
SyRa III 5,0,74.2,5.9,0,1.2,0,0,1.6,0,0.4,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,15.2,0,Rantum,256,1.1,169.57,140.72
SyRa III 6,0,58.5,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.4,0,Rantum,270,1.3,181.99,151.03
SyRa III 7,0,68.4,1.2,0,0.8,0,0,0.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5,0,Rantum,256,0.77,149.07,123.71
SyRa III 8,0,35.4,1.8,0,0,0,0,0.4,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.1,0,Rantum,229,0.68,143.48,119.07
SyRa III 9,0,22.4,10.5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.2,0,Rantum,67,0.38,124.84,103.61
Sø 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sonderho,0,5.34,561.21,411.39
Sø 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sonderho,0,3.72,421.55,275.77
Sø 3,0,0,11.5,0,81.4,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sonderho,113,2,273.28,187.11
Sø 4,0,4.1,17.8,0,78.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sonderho,146,1.38,219.83,155.15
Sø 5,0,2.6,7.8,0,89.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sonderho,153,1.31,213.79,151.55
Sø 6,0,43.4,9.1,0,45.9,0,0,0.6,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sonderho,362,1.18,202.59,144.85
Sø 7,0,57.3,8.4,0,33.6,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sonderho,286,0.93,181.03,131.96
Sø 8,0,64.2,3.9,0,31,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sonderho,229,0.95,182.76,132.99
Sø 9,0,5.6,32.4,0,5,0,0,16.2,0,9.6,3.7,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3,0,0,0,0,0,0,0,0,0,Sonderho,575,0.6,152.59,114.95
Sø 10,0,0.3,51.6,0,3,0,0,18.3,0,3.4,14.7,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0.6,0,0.2,Sonderho,642,0.81,170.69,125.77
Sø 11,0,0.3,42.2,0,7.3,0,0,4,0,6,33.2,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0.3,0,0,Sonderho,301,1.2,204.31,145.88
Sø 12,0,1,5.7,0,0,0,0,1.8,0,13.3,58.7,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0.3,0,0,Sonderho,383,0.87,175.86,128.87
Sø 13,0,0,5.4,0,0,0,0,0,0,8.6,61.5,24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sonderho,1510,1.06,192.24,138.66
Sø 14,0,0,9.5,0,0,0,0,0,0,17.3,52.5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0.7,0,0,Sonderho,274,0.41,136.21,105.15
